direccion,placa,vigente
CALLE BAILEN 25,6713,False
CALLE JOSE ECHEGARAY 13,6260,False
CALLE BAILEN 0,3933,False
CALLE BAILEN 19,8965,False
CALLE HERMANOS PINZON 0,664,False
CALLE GERONA 0,7204,True
AVDA TOREROS (LOS) 11,1766,True
CALLE GARCIA MAS 34,10590,True
"CALLE TORERO MANUEL JIMENEZ DIAZ ""CHICUE",697,True
"CALLE TORERO MANUEL JIMENEZ DIAZ ""CHICUE",1047,True
CALLE ORENSE 2,2548,False
CALLE BAILEN 16,5752,False
CALLE BAILEN 16,3889,False
CALLE CONCEJAL CASTILLO 3,3473,True
CALLE ESCRITOR BEN NASSIR 16,6809,False
CALLE FRANCISCO PIZARRO 68,4052,True
CALLE MONTESA 0,7406,False
CALLE LUIS ROSALES 13,103,True
CALLE FRANCISCO PIZARRO 70,9560,True
CALLE CONCEJAL CASTILLO 13,353,True
PASEO CIRCUNVALACION (DE) 53,5284,True
CALLE MURILLO 22,7505,True
CALLE CONCEJAL PRIETO ROJAS 12,1978,True
CALLE FATIMA 5,1045,True
CALLE SAN LUIS 0,1036,True
CALLE DAOIZ 12,9314,True
CALLE ROBERTO MOLINA 0,904,True
CALLE SAN PABLO 14,4288,True
CALLE GRACIA 18,6411,False
CALLE RIOS ROSAS 58,6291,True
CALLE CAMINO DE LA VIRGEN 12,196,True
CALLE FILIPINAS 1 2,4376,True
CALLE AMISTAD 8,922,False
CALLE BLASCO IBAÑEZ 5,6965,True
CALLE FRANCISCO PIZARRO 1  ACUERDO C.G.,3057,True
CALLE HERMANOS PINZON 1,10730,True
CALLE DOCTOR BELTRAN MATEOS 14,5346,True
CALLE SANTA GEMA 0,9720,False
CALLE FRANCISCO PIZARRO 15,5376,True
CALLE FRANCISCO PIZARRO 15,1228,True
CALLE OCTAVIO CUARTERO 70  Cambio nº por,1224,True
CALLE FRANCISCO PIZARRO 28,6141,True
CALLE FRANCISCO PIZARRO 13,4884,True
CALLE FRANCISCO PIZARRO 13,10596,True
CALLE BLASCO DE GARAY 37,3866,True
CALLE ANTONIO MACHADO 49,1340,True
CALLE ANTONIO MACHADO 0,1370,True
CALLE BLASCO DE GARAY 60,7941,True
CALLE ANTONIO MACHADO 0,1947,True
CALLE FRANCISCANOS 6 A,5328,True
CALLE FRANCISCANOS 6,5375,True
CALLE TEJARES 36,9202,True
CALLE TEJARES 34,7246,True
CALLE HERMANOS PINZON 12,3916,True
CALLE FRANCISCANOS 10,207,True
CALLE BLASCO DE GARAY 55,6384,True
CALLE FRANCISCANOS 26,2722,True
CALLE VEREDA DE JAEN 6,6309,False
CALLE ROSARIO 117,390,True
CALLE ROSARIO 92,7306,True
CALLE AMISTAD 4,2003,False
CALLE CAMPO DE MONTIEL 0,9718,True
CALLE TORRES QUEVEDO 57,8903,True
CALLE TORRES QUEVEDO 57,8904,True
CALLE LUGO 5,8128,True
CALLE GRANADA 32,9035,True
CALLE NUEVA 8,10587,True
CALLE TEJARES 71,7121,True
CLLON CERVANTES 0,9399,True
CALLE GONZALEZ RUBIO 6,8269,True
CALLE REUS 5,10147,True
CALLE INDIRA GANDHI 8,9413,True
CALLE FERNAN PEREZ DE OLIVA 8,8133,True
CALLE DOCTOR ALONSO VIDAL 8,9910,True
CALLE MANUEL DE FALLA 32,8429,True
CALLE PROFETA ELIAS 17,8399,False
CALLE HERMANOS QUINTERO 10,9531,True
CALLE FERNAN PEREZ DE OLIVA 8,8308,True
CALLE FRANKLIN ALBRICIAS 1,10533,True
CALLE ALICANTE 11,3871,False
CALLE SAN ADOLFO 6,9849,True
CALLE GABRIEL CISCAR 34,6349,True
CALLE GABRIEL CISCAR 36,5667,True
CALLE ALICANTE 9,5514,True
CALLE OBISPO TAGASTE 0,4575,False
CALLE FERNAN PEREZ DE OLIVA 27,3832,True
CALLE OBISPO TAGASTE 29,8149,False
CALLE FERNAN PEREZ DE OLIVA 18,2165,True
CALLE FERNAN PEREZ DE OLIVA 37,5349,False
CALLE GABRIEL CISCAR 30,6286,True
CALLE FERNAN PEREZ DE OLIVA 37,5371,False
CALLE ALICANTE 6,6414,True
CALLE CONCEJAL ANTOLIN TENDERO 4,5656,False
CALLE JUAN DE TOLEDO 35,6145,True
CALLE JUAN DE TOLEDO 44,5090,False
AVDA RAMON Y CAJAL 41,7153,True
CALLE CARRETERA DE MADRID 5,7308,True
CALLE OBISPO TAGASTE 7,927,True
CALLE SALAMANCA 0,2083,True
PASEO CUBA (LA) 17  A-B,10665,True
CALLE PABLO MEDINA 9,6396,True
PASEO CUBA (LA) 18  A-B,10664,True
CALLE RIOS ROSAS 91,6285,True
CALLE BATALLA DEL SALADO 5,1292,True
CALLE CONCEJAL ANTOLIN TENDERO 1,3204,False
CALLE ARADO 0  C/V REFRANES,8713,True
CALLE SALAMANCA 12  PLANTA BAJA,10654,True
CALLE SALAMANCA 12  SOTANO(PTA.MONTACARG,10653,True
CALLE CRISTOBAL COLON 2  B,10546,True
CALLE ALCALDE CONANGLA 25,3271,True
CALLE MELCHOR DE MACANAZ 0,7019,True
CALLE MUELLE 13,7817,True
CALLE MUELLE 7,2139,True
CALLE CERVANTES 44,7163,True
CALLE ANGEL 16,7669,True
CALLE MUELLE 5,2138,True
CALLE TEJARES 86,129,True
CALLE ANTONIO GOTOR 3,9606,True
CALLE PARRA 30,5991,True
CALLE VALLADOLID 0  M DE LA OSSA,5526,True
CALLE FERNAN PEREZ DE OLIVA 19,5955,True
CALLE BATALLA DEL SALADO 26,9725,True
CALLE BATALLA DEL SALADO 26,10093,True
CALLE BATALLA DEL SALADO 26,8969,True
CALLE OLMO 10,3628,True
CALLE LOPE DE VEGA 55,6858,True
CALLE LUIS BADIA 107,,True
PSAJE VIRGEN MISERICORDIA 1,2128,False
CALLE JOSE DE ESPRONCEDA 0,3142,False
CALLE SEGOVIA 37,5100,False
CALLE LAUREL 9,5357,False
CALLE FRANCISCO DE GOYA 9,6282,False
CALLE ENEBRO 0,5000,False
CALLE PINO 10,8110,False
CALLE ORTUÑO 0,7645,True
CALLE MAYOR (SANTA ANA) 2,,False
PLAZA CAUDILLO (SANTA ANA) 4,,False
CALLE TORRES QUEVEDO (SANTA ANA) 15,,False
CALLE RODA (LA) 6,6305,True
CALLE CURA (EL) (SALOBRAL (EL)) 3,,False
CTRA ARGAMASON (SANTA ANA) 10,,False
CTRA ARGAMASON (SANTA ANA) 8,,False
CALLE TORRES QUEVEDO (SANTA ANA) 5,9405,False
CALLE PILAR (EL) (SANTA ANA) 7,,False
CALLE ONESIMO REDONDO (SANTA ANA) 8,,False
CALLE QUEVEDO 71,3386,False
CALLE MAYOS (LOS) (SANTA ANA) 5,,False
CLLON PASAJE QUITO 2,9288,True
CALLE MAYOS (LOS) (SANTA ANA) 6,,False
CALLE MAYOS (LOS) (SANTA ANA) 4,,False
PLAZA IRYDA (SANTA ANA) 2,,False
CALLE RAIMUNDO LULIO 17,2859,True
CALLE EJERCITO 1,2432,True
CALLE HERNAN CORTES 29,3507,True
CLLON PORTADAS 7,9412,True
CALLE FERIA 21,10702,True
CALLE ALONSO CANO 6,7070,True
CALLE CRISTOBAL PEREZ PASTOR 64,6850,True
CALLE PEDRO MARTINEZ GUTIERREZ 14,7319,True
CALLE CRUZ 13,5002,True
CALLE CRUZ 0,5618,True
CALLE VIRREY MORCILLO 6,1238,True
AVDA ISABEL LA CATOLICA 26,5370,True
CALLE CAMILO GAUDE 6,3177,False
CALLE PADRE ROMANO 0,6137,True
CALLE PADRE ROMANO 10,9604,True
CALLE PADRE ROMANO 10,9615,True
CALLE PADRE ROMANO 10,9605,True
CALLE INDUSTRIA 29,6374,True
CALLE ROCINANTE 12,8972,False
CALLE OBISPO TAGASTE 3,7780,True
CALLE DOCTOR FERRAN 16,7692,True
CALLE FERIA 17,9835,True
CALLE RIOS ROSAS 87,100,True
CALLE IRIS 36,4328,True
CALLE FERNAN PEREZ DE OLIVA 6,9566,False
CALLE OBISPO TAGASTE 22,3321,True
CALLE AMOR DE DIOS 1,221,False
CALLE LUIS BADIA 43,3390,True
CALLE FERNAN PEREZ DE OLIVA 20,2912,False
CALLE GABRIEL CISCAR 27,2408,True
CALLE FERNAN PEREZ DE OLIVA 18,3396,False
CALLE OBISPO TAGASTE 13,9946,False
CALLE FERNAN PEREZ DE OLIVA 3,9182,False
CALLE SAN PABLO 7,4734,False
CALLE GABRIEL CISCAR 0,1194,True
CALLE SAN PABLO 7,4819,False
CALLE GABRIEL CISCAR 29,3051,True
CALLE FERNAN PEREZ DE OLIVA 20,1199,False
CALLE VEREDA DE JAEN 7,8447,True
CALLE CAMPO DE MONTIEL 0,9970,True
CALLE ARBOLEDA 0,7761,True
CALLE ALMERIA 43,9498,False
AVDA ELEAZAR HUERTA 22,9497,True
CALLE DOCTOR BRAILLE 2,9870,True
CALLE RODA (LA) 43,8863,True
CALLE DOCTOR FERRAN 85,8127,True
CALLE FERNAN PEREZ DE OLIVA 0  S/N,6385,True
CALLE OCTAVIO CUARTERO 3,9945,True
CALLE AMANECER 45,9576,True
CALLE GUSTAVO ADOLFO BEQUER 0,8766,True
CALLE ANTONIO MACHADO 58,6861,True
CALLE TOBA 11,10015,True
CALLE GRANADA 30,9005,True
CALLE PADRE PASCUAL SUAREZ 2,8528,True
CALLE INSULA BARATARIA 2,8041,True
CALLE SANTIAGO RUSIÑOL 27,9839,True
CALLE CALATRAVA 60,7803,False
CALLE ACUARIO 34,8861,True
CALLE CHURRUCA 5,6935,True
CALLE MAGALLANES 11,7762,True
CALLE MANZANOS 7,8382,False
CALLE CASAS IBAÑEZ 29 A,9668,True
AVDA JOSE PRAT 42,9645,True
CALLE JOSE ECHEGARAY 42,8029,True
CALLE GRANADA 6,8963,True
CALLE MUNICIPIO DE MOLINICOS 25,10225,True
CALLE OBISPO TAGASTE 8,6542,True
AVDA RAMON MENENDEZ PIDAL 46,5537,True
CALLE ALMERIA 24,10014,True
CALLE BILBAO 5,9228,True
CALLE SORIA 11,10373,True
CALLE CRISTOBAL COLON 25,7905,True
CALLE CRISTOBAL LOZANO 11 A,5254,True
CALLE ESTRELLA (DE LA) 17,9878,True
CALLE PEREZ GALDOS 54,8101,True
CALLE CARRETERA DE JAEN 128,8143,True
CALLE CARRETERA DE JAEN 114,8262,True
CALLE INDUSTRIA 23,5051,True
CALLE ROSARIO 65,4532,True
CALLE JUAN DE HERRERA 19,8387,True
CALLE FERNAN PEREZ DE OLIVA 9,9229,True
CALLE PERIODISTA DEL CAMPO AGUILAR 1,6799,True
CALLE GRANADA 30,9004,True
CALLE AMANECER 55,9634,True
CALLE SANTIAGO RUSIÑOL 45,9525,True
CALLE MONTESA 21,8231,True
CALLE ABU ZACARIAS 0,8850,True
CALLE ZARAGOZA 4 B,5496,True
CALLE CARRETERA DE JAEN 120,6930,True
CALLE GABRIEL CISCAR 27,1196,False
CALLE OBISPO TAGASTE 0,6182,False
CALLE TARRAGONA 6,2381,True
CALLE TARRAGONA 6,3307,False
CALLE LUIS VIVES 49,3128,False
CALLE ALICANTE 7,6467,False
CALLE ALICANTE 3,8208,True
AVDA CRONISTA MATEOS Y SOTOS 12,2785,True
CALLE FERNAN PEREZ DE OLIVA 35,5568,False
CALLE OBISPO TAGASTE 20,3200,False
CALLE OBISPO TAGASTE 0,6200,False
CTRA JAEN 104,5221,True
CALLE FERNAN PEREZ DE OLIVA 29,3559,False
CALLE TARRAGONA 1,7272,True
CALLE OBISPO TAGASTE 11,3699,True
CALLE TARRAGONA 0,1961,True
CALLE CURA (EL) (SALOBRAL (EL)) 17,10021,False
CALLE LUIS VIVES 15,2182,False
CALLE LUGO 27,8445,True
CALLE MURILLO 39,4042,False
CALLE PONIENTE 0,6908,True
CALLE FRANCISCANOS 44,6262,True
CALLE QUEVEDO 38,4064,False
PLAZA MAESTRO CHUECA 0,3654,False
CALLE RODA (LA) 38,8380,True
AVDA CRONISTA MATEOS Y SOTOS 10,5267,True
CALLE ALICANTE 0,6203,False
CALLE ALCALDE CONANGLA 100,10526,True
CALLE AMOR DE DIOS 2,3294,False
AVDA ESTACION 5,3329,True
CALLE JOSE ECHEGARAY 67,5694,True
CALLE LUIS BADIA 82,6026,True
CALLE ESCRITOR BEN NASSIR 17,7910,False
CALLE MARIANA PINEDA 3,1540,True
CALLE SAN SEBASTIAN 22,6434,True
CALLE JOSE ISBERT 14,9383,True
CALLE CORDOBA 45,5413,False
CALLE PARAISO 29,6920,False
CALLE SANTIAGO RUSIÑOL 48,6105,False
CALLE CACERES 1,3549,False
CALLE MIGUEL SERVET 59,6553,False
CALLE CORDOBA 67,5473,False
CALLE CERVANTES 14,315,True
CALLE SANTIAGO RUSIÑOL 0,4535,False
CALLE JOSE ECHEGARAY 65,5888,False
CALLE PARAGUAY 14,7750,False
CALLE CHILE 12,7561,True
CALLE CAMINO DE LA VIRGEN 17,2542,True
CALLE BADAJOZ 19,5527,False
CALLE ORO 29,9142,True
CALLE URUGUAY 9,7705,False
CALLE AGUSTINA DE ARAGON 50,9674,False
CALLE CARRETERA DE JAEN 102,8075,True
CALLE MARZO 5  C/V PARRA,7042,True
AVDA ARQUITECTO JULIO CARRILERO 1,5923,True
CALLE CARRETERA DE JAEN 124,6928,True
CALLE LINARES 0,4127,True
CALLE LINARES 16,1733,False
CALLE LINARES 16,1732,False
CALLE CORDOBA 0,6112,False
CALLE AGUILA 8,8383,False
CALLE CORDOBA 18,6437,False
CALLE BADAJOZ 85,10778,False
CALLE SAN LUIS 8,4222,True
CALLE PALMAS DE GRAN CANARIA (LAS) 25,250,True
CALLE MEJICO 52,6934,False
CALLE FRANCISCO PIZARRO 72,7288,True
CALLE ANTONIO CUEVAS BELMONTE 5,1000,False
CALLE ANTONIO CUEVAS BELMONTE 9,2873,False
CALLE SAN RAFAEL ARCANGEL 8,2907,False
CALLE PAZ (LA) 55,2465,True
CALLE ANTONIO CUEVAS BELMONTE 16,3269,False
CALLE DOCTOR FLEMING 42,1042,True
CALLE LUGO 25,9385,False
CALLE SAN RAFAEL ARCANGEL 4,7756,False
CALLE OBISPO POLANCO 7,10161,False
CALLE OBISPO POLANCO 3,8026,True
CALLE AGUSTINA DE ARAGON 3,7840,False
AVDA TOREROS (LOS) 29,1255,True
AVDA TOREROS (LOS) 29,10116,True
CALLE CALATRAVA 35,9292,False
CALLE DOCTOR FLEMING 49,3652,True
CALLE MAYOR (SALOBRAL (EL)) 4,,False
AVDA ARQUITECTO JULIO CARRILERO 8,5097,True
CALLE AMOR DE DIOS 0,3824,False
CALLE CARMEN 37,7285,True
CALLE DOCTOR FERRAN 50,7660,True
CALLE JOSE ECHEGARAY 65,5903,False
CALLE MUELLE 12,2540,True
CALLE CRISTOBAL LOZANO 10,8070,True
CALLE CRISTOBAL LOZANO 10,2479,True
CALLE ARQUITECTO FERNANDEZ 40,4587,True
CALLE RODA (LA) 48,4249,True
CALLE GRANADA 68,7317,True
CALLE MUELLE 20,10585,True
CALLE CID 5,7624,True
CALLE CRUZ 9,6188,True
CALLE MIGUEL SERVET 6,9551,True
AVDA MANCHA (LA) 0  S/N,9556,True
CALLE FEDERICO GARCIA LORCA 38,9240,True
CALLE YESTE 8,10727,True
CALLE PORTUGAL 7,3136,True
CLLON CERVANTES 36,6784,True
CALLE LOZANO 6,7538,True
CALLE CERVANTES 10,5665,True
CALLE JOSE ZORRILLA 8,8887,True
CALLE JOSE ZORRILLA 6,8997,True
CALLE LOZANO 2 -,9675,True
CALLE NUESTRA SEÑORA DE CUBAS 8,7426,True
CALLE AMOR DE DIOS 4,5793,True
CALLE GRANADA 29,3602,True
CALLE OBISPO TAGASTE 19,8180,False
CALLE CRUZ AL NORTE 11,7133,True
CALLE IGNACIO MONTURIOL 14,2091,True
CALLE SAN ILDEFONSO 12,1744,True
CALLE ESCRITOR BEN NASSIR 47,7589,True
CALLE FRANCISCANOS 23,2131,True
CALLE DOCTOR FERRAN 36,,True
CALLE DOCTOR COLLADO PIÑA 61,7179,True
CALLE BLANCANIEVES 0  S/N,10574,False
PSAJE ORIENTE 0,7521,True
CALLE TORRES QUEVEDO 50,7929,True
CALLE BLASCO DE GARAY 94,7619,True
PSAJE VIRGEN MISERICORDIA 3,2197,False
CALLE ARQUITECTO FERNANDEZ 0,1100,True
PASEO PRINCIPE (ARGAMASON) 7,,False
CALLE NUEVA (ARGAMASON) 34,,False
CALLE CANALES (ARGAMASON) 12,,False
CALLE ERAS (ARGAMASON) 3,9881,False
CALLE VICTORIA (LA) (ARGAMASON) 30,,False
CALLE ZARAGOZA 12,3955,True
CALLE JUAN DE HERRERA 5,9063,False
CALLE MAESTRO VARELA 14,2046,False
CALLE IGNACIO MONTURIOL 16,1498,False
CALLE LUIS VIVES 0,5941,True
CALLE JUAN DE TOLEDO 30,7083,False
CALLE AMOR DE DIOS 7,6567,False
CALLE SANTIAGO RUSIÑOL 13,5373,False
CALLE HERMANOS PINZON 52,5319,False
CALLE HERMANOS PINZON 44,2061,False
CALLE DOCTOR COLLADO PIÑA 20,7200,True
CALLE OBISPO TAGASTE 26,4220,True
CALLE FERNAN PEREZ DE OLIVA 43,5101,True
CALLE FERNAN PEREZ DE OLIVA 23,4139,True
CALLE CRISTOBAL PEREZ PASTOR 102,8333,True
CALLE CRISTOBAL PEREZ PASTOR 76,2802,True
CALLE LUIS VIVES 17,3389,False
CALLE OBISPO TAGASTE 26,6238,False
CALLE FERROCARRIL 0,3071,True
CALLE MIGUEL LOPEZ DE LEGAZPI 18,2944,True
CALLE JUAN DE TOLEDO 24,6480,True
CALLE LUIS VIVES 8,2136,False
CALLE JUAN DE TOLEDO 26,6481,True
CALLE JUAN DE TOLEDO 26,3186,False
CALLE LUIS VIVES 33,7568,True
CALLE SAN PABLO 0,2525,True
CALLE DOCTOR ALONSO VIDAL 8,6094,False
CALLE GUADALAJARA 6,6672,False
CALLE LUIS VIVES 11,1161,False
CALLE LINARES 4,7547,False
CALLE LUIS VIVES 10,3124,False
CALLE OBISPO TAGASTE 19,1976,False
CALLE ESCRITOR BEN NASSIR 21,1681,True
CALLE GABRIEL CISCAR 0,1658,True
CALLE FERNAN PEREZ DE OLIVA 18,2546,True
CALLE HISTORIA (LA) 76,9879,False
CALLE HISTORIA (LA) 78,10607,False
PASEO CIENCIAS (LAS) 0,9884,False
PASEO CIENCIAS (LAS) 4,10151,True
CALLE BATALLA DEL SALADO 37,7922,True
AVDA ARTE (EL) 81,9933,False
AVDA ARTE (EL) 79,9950,False
AVDA ARTE (EL) 77,9924,False
AVDA ARTE (EL) 0,10080,False
CALLE RODA (LA) 36,7518,True
CALLE OBISPO TAGASTE 18,6765,True
CALLE OBISPO TAGASTE 8,7284,True
CALLE MIGUEL LOPEZ DE LEGAZPI 20,6092,True
PSAJE SAN VALENTIN 6,3017,True
AVDA GUARDIA CIVIL (ALBACETE) 42,2831,True
PSAJE SAN VALENTIN 4,5073,True
PSAJE SAN VALENTIN 2,2854,True
PSAJE SAN VALENTIN 8,2813,True
AVDA GUARDIA CIVIL (ALBACETE) 21,874,True
PSAJE SAN VALENTIN 6,2877,True
CALLE INDUSTRIA 22,4436,True
CALLE ABU ZACARIAS 0,4029,True
CALLE DOCTOR FERRAN 19,6389,True
CALLE PEDRO COCA 64 A,5922,True
CALLE SAN CRISTOBAL 16,3192,True
PSAJE VENEZUELA 3,,True
PSAJE HERMANDAD 6,277,True
CALLE CONCEJAL PRIETO ROJAS 6,10712,True
CALLE LUIS BADIA 69,5052,True
CALLE CRISTOBAL LOZANO 14,4385,True
CALLE EJERCITO 21,4973,True
CALLE LOPE DE VEGA 0,1986,False
CALLE BAILEN 50,5911,False
CALLE ALMERIA 8,5783,False
AVDA ESPAÑA 22,6302,True
CALLE EJERCITO 29,7380,True
CALLE EJERCITO 29,515,True
CALLE ARCANGEL SAN GABRIEL 9,3033,True
CALLE SAN CRISTOBAL 0,6483,True
PASEO OLIVA SABUCO DE NANTES 24,,True
AVDA ESPAÑA 2,2699,True
CALLE AVILA 17,4463,True
CALLE JOAQUIN QUIJADA 2,2599,True
CALLE JOAQUIN QUIJADA 20,3441,True
PSAJE MASSO 8,9262,True
CALLE EJERCITO 1 -,3884,True
CALLE RAMON CASAS 33,965,True
CALLE SAN AGUSTIN 23,7185,True
CALLE MARQUES DE VILLORES 16,903,True
AVDA ESPAÑA 20,2181,True
CALLE EJERCITO 23,5264,True
CALLE MAESTRO VARELA 13,2338,True
CALLE ANGEL 6,3371,True
CALLE ZARAGOZA 1,1086,False
CALLE EJERCITO 4,3001,True
CALLE ALONSO QUIJANO 25,8600,False
CALLE FERIA 38,5981,True
AVDA 1 DE MAYO 26,10660,False
CALLE ROSARIO 48,7184,True
CALLE NAVAJA 6,8577,False
CALLE MARQUES DE VILLORES 19,652,True
CALLE MARQUES DE VILLORES 100,1181,True
CALLE CAPITAN GRANT 8,3784,True
"CALLE AGUSTINA DE ARAGON 67  C/BADAJOZ,2",7778,True
CALLE EJERCITO 26,5761,True
CALLE CRISTOBAL COLON 27,2238,True
CALLE RODA (LA) 47,6570,True
CALLE TETUAN 11,4956,True
CALLE TETUAN 9,4888,True
PASEO OLIVA SABUCO DE NANTES 22,4620,True
CALLE TOBARRA 29,2269,True
CALLE CUENCA 6 -,3096,True
CALLE CUENCA 4,4118,True
CALLE CUENCA 5,6499,True
CALLE EJERCITO 19,6438,True
AVDA ARTE (EL) 64,8549,False
CALLE CONCEJAL ANTOLIN TENDERO 5,6816,False
CALLE JORGE GUILLEN 11,3404,True
CALLE ABANICO 16,8408,False
CALLE VELARDE 44,6089,True
CALLE MARIA MARIN 53,2524,True
CALLE TORRES QUEVEDO 96,7049,True
CALLE CIUDAD REAL 7,5079,True
CALLE BERNABE CANTOS 58,6430,True
CALLE DOCTOR COLLADO PIÑA 79,6892,True
CALLE BILBAO 24,10613,True
CALLE BERNABE CANTOS 39,2092,True
CALLE DOCTOR COLLADO PIÑA 72,715,True
CALLE SAN CRISTOBAL 0,302,False
CALLE PEDRO ORRENTE 11,7873,False
CALLE DOCTOR COLLADO PIÑA 72,6378,True
PSAJE FEDERICO OZANAN 6,2263,True
CALLE SAN CRISTOBAL 9,3655,False
CALLE HELLIN 15,6927,True
CALLE SAN CRISTOBAL 3,1726,True
CALLE FRANCISCANOS 40,7270,True
CALLE ARQUITECTO VANDELVIRA 40,9185,True
CALLE SANTIAGO RUSIÑOL 50,6043,False
CALLE TORRES QUEVEDO 67,1303,True
CALLE ARADO 21,9915,True
CALLE CALDEREROS 0,603,True
CALLE AMANECER 12,9093,False
CALLE ESCRITOR BEN NASSIR 31,8286,False
CTRA MADRID 7,9249,True
CALLE PERIODISTA DEL CAMPO AGUILAR 5,8375,True
CALLE LUIS VIVES 19,7322,True
CALLE CARMEN 42,9255,True
CALLE NUEVA 43,8374,True
CALLE JUAN DE HERRERA 0,6391,False
CTRA JAEN 53,8341,True
CALLE AGUSTINA AROCA 0,7703,True
CALLE VEREDA DE JAEN 16,7730,True
CALLE DOCTOR FLEMING 8,2418,True
CALLE SAN ISIDRO (ARGAMASON) 4,,False
CALLE MEJICO 1,6938,True
CALLE BLASCO DE GARAY 92,4012,True
CALLE DOCTOR COLLADO PIÑA 101,4000,True
CALLE FILIPINAS 22,5070,False
CALLE QUEVEDO 45,10310,True
CALLE QUEVEDO 37,6580,False
CALLE DOCTOR COLLADO PIÑA 64,4148,True
CALLE MIGUEL LOPEZ DE LEGAZPI 16,2985,True
CALLE MARIA MARIN 69 7,461,True
CALLE SAN BLAS (ABUZADERAS) 17,,False
CALLE CALDERON DE LA BARCA 16,1826,True
CALLE CORNEJO 4,6272,True
CALLE DOCTOR COLLADO PIÑA 63,1210,True
CALLE ALCARAZ 0,7290,True
CALLE CORUÑA 7,3501,False
CALLE AMOR DE DIOS 5,,False
CALLE LUIS VIVES 49,2378,False
CALLE LUIS VIVES 39,1801,True
CALLE MANZANOS 23,8709,False
CALLE MANZANOS 23,8708,False
CALLE FERIA 113,5430,True
CALLE FERIA 113,5431,True
CALLE PEDRO COCA 45,6239,True
PASEO CUBA (LA) 14,6634,True
CALLE IGNACIO MONTURIOL 9,5589,False
CALLE IGNACIO MONTURIOL 7,7631,True
CALLE JUAN DE HERRERA 8,7372,False
CALLE DOCTOR GARCIA REYES 9,,True
CALLE FRANCISCO DE GOYA 0,7127,True
CALLE FRANCISCO DE GOYA 18,2168,True
CALLE HERRADORES 8,4716,True
CALLE JUAN DE HERRERA 13,9081,True
CALLE MIGUEL LOPEZ DE LEGAZPI 33,8810,True
CALLE JUAN DE HERRERA 8  NUMERO 8-D,7209,False
CALLE JUAN DE HERRERA 8  8-E,7392,False
CALLE IGNACIO MONTURIOL 25,3426,False
CALLE IGNACIO MONTURIOL 27,5400,True
CALLE LUIS VIVES 49,7026,False
CALLE LUIS VIVES 47,6962,False
CALLE AMOR DE DIOS 9,3509,False
CALLE JUAN DE HERRERA 11,7254,True
CALLE LERIDA 26,7771,True
CALLE LERIDA 26,8864,True
CALLE PUERTA DE MURCIA 15,6855,True
CALLE HUESCA 0,3564,False
PSAJE VIRGEN MISERICORDIA 1,1117,False
CALLE LOPE DE VEGA 0,450,False
CALLE CORDOBA 10,8264,False
CALLE TARRASA 7,6135,False
CALLE BILBAO 3,4489,False
CALLE TARRASA 7,8954,False
CALLE HERNAN CORTES 20,2677,True
CALLE CORUÑA 1,5061,False
CALLE MANUEL DE FALLA 12,143,True
CALLE CORUÑA 0,119,True
CALLE LOPE DE VEGA 57,3180,False
CALLE LOPE DE VEGA 0,2078,False
CALLE SANTIAGO RUSIÑOL 52,6380,False
CALLE HERMANOS PINZON 12,2795,False
CALLE ARGENTINA 2,6293,False
CALLE MIGUEL SERVET 34,797,False
CALLE ALCALDE CONANGLA 86,10498,True
CALLE MANUEL DE FALLA 7,6695,True
PASEO CIRCUNVALACION (DE) 63  S/N (Junto,4753,True
CALLE ALEGRIA 5,1502,True
CALLE ORENSE 12,2440,False
CALLE CAMINO DE LA VIRGEN 27,6104,False
CALLE CRISTOBAL PEREZ PASTOR 46,2022,True
CALLE OLMO 4,3661,True
CALLE ORENSE 14,318,True
CALLE SANTIAGO 54,3952,False
CALLE JOSE ECHEGARAY 0,6058,False
CALLE MIGUEL SERVET 21,2508,False
CALLE MAESTRO CHAPI 0,2260,True
CALLE CACERES 0,7045,True
CALLE DOCTOR FERRAN 51,6376,True
CALLE ESCRITOR BEN NASSIR 21,7274,False
CALLE PONIENTE 3,4551,False
CALLE ESCRITOR BEN NASSIR 0,7302,False
CALLE NUEVA 29,6161,True
CALLE VIRGEN DEL PILAR 8,9306,False
CALLE SAN PABLO 0,3519,False
CALLE AMOR DE DIOS 9,3498,True
CALLE IRIS 15,6568,True
CALLE LUIS VIVES 15,3716,True
CALLE SANTIAGO 1,4740,True
CALLE MARQUES DE VILLORES 97,3636,True
CALLE CALDERON DE LA BARCA 6,8655,True
AVDA ESTACION 4,8717,True
CALLE ALCALDE MARTINEZ DE LA OSSA 1,7213,True
CALLE MARQUES DE VILLORES 129,7176,True
CALLE VICENTE ALEIXANDRE 0,5954,True
CALLE ARQUITECTURA 7,10552,False
CALLE MARTINEZ IBAÑEZ 9,1677,False
CALLE VICENTE ALEIXANDRE 0,2994,True
CALLE MELILLA 1 3,2947,True
CALLE VICTOR HUGO 0,10788,True
CALLE PRADOS (LOS) (CERRO LOBO) 2,2690,False
CALLE LUIS VIVES 8,6851,True
CALLE LUIS VIVES 5,6910,True
CALLE CID 18,7138,True
CALLE OLMO 9,6124,False
CALLE DOCTOR FLEMING 14,3922,True
CALLE SANTIAGO 16,2904,False
CALLE TARRAGONA 12,2855,True
CALLE PUERTA DE VALENCIA 18,7243,True
CALLE RIOS ROSAS 68,4980,True
CALLE CERVANTES 34,6984,True
