direccion,placa,vigente
CALLE PEDRO COCA 11,1261,True
CALLE TORRES QUEVEDO 14,9752,True
CALLE TORRES QUEVEDO 20,10558,True
CALLE TORRES QUEVEDO 26,5423,True
CALLE DOS DE MAYO 2,9073,False
CALLE MARIANA PINEDA 14,4452,True
CALLE MARQUES DE VILLORES 23,6473,True
AVDA ESTACION 8,7293,True
CALLE FEDERICO GARCIA LORCA 2,5219,True
CALLE FEDERICO GARCIA LORCA 0  S/N,8806,True
CALLE ALDONZA 21,9597,False
CALLE FEDERICO GARCIA LORCA 14,7687,True
CALLE DIONISIO GUARDIOLA 38,2637,True
CALLE JOSE ISBERT 0,8448,True
CALLE ORENSE 12,2439,False
CALLE LUIS BADIA 81,5312,True
CALLE MIGUEL SERVET 3,8120,False
CALLE MIGUEL SERVET 76,6707,False
CALLE BADAJOZ 11,10711,True
CALLE BADAJOZ 0,5317,False
CALLE BADAJOZ 11,1758,False
CALLE BADAJOZ 19,6686,False
CALLE SANTIAGO RUSIÑOL 61,9672,False
CALLE BADAJOZ 57,7149,False
CALLE BADAJOZ 24,6723,False
CALLE ALONSO CANO 4,,True
CALLE ALONSO CANO 4,,True
CALLE CARRETERA DE JAEN 52,7689,True
CALLE BADAJOZ 51,6091,False
CALLE CACERES 19,10759,True
CALLE HERMANOS PINZON 43,3975,False
CALLE BADAJOZ 36,6868,False
CALLE SANTIAGO RUSIÑOL 34,1692,False
CALLE CACERES 3,6278,False
CALLE CACERES 3,3591,False
CALLE CACERES 3,6274,False
CALLE CARRETERA DE JAEN 6,7383,True
CALLE GRANADA 44,7854,True
CALLE CALATRAVA 51,6317,False
CALLE ABU ZACARIAS 2,4640,True
CALLE BELEN 6,9578,True
CALLE BELEN 0,9198,True
CALLE BELEN 6,9390,True
CALLE BELEN 3,10493,True
PSAJE QUITO 4,9186,True
CALLE PONTEVEDRA 8,1061,False
CALLE SEVILLA 4,10538,True
CALLE ESTRELLA (DE LA) 36,10353,True
CALLE FERIA 83,720,True
CALLE JOAQUIN QUIJADA 7,3526,True
CALLE SAN SEBASTIAN 0,,True
CALLE SAN ANTONIO DE LA BARQUERA 0,8545,True
CALLE ANTONIO MACHADO 79,817,True
CALLE SAN SEBASTIAN 8,1566,True
CALLE VIRGEN DESAMPARADOS 13,7894,True
CALLE BELEN 0,3795,True
CALLE BELEN 4,9204,True
CALLE HERMANOS JIMENEZ 3,3650,True
CALLE SAN CRISTOBAL 13,4639,False
CALLE LEPANTO 78,9453,True
CALLE RIOS ROSAS 101,6706,True
CALLE CARRASCALES 27,8746,False
CALLE AMANECER 49,8056,False
CALLE CARRASCALES 0  S/N,8770,True
CALLE CALATRAVA 4,3073,True
CALLE IMPERIAL 31  BAJO,8497,True
CALLE IMPERIAL 31  SEMISOTANO,8496,True
CALLE LIETOR 6,6973,False
CALLE ARADO 23,9918,False
CALLE ARBOLEDA 12,4969,False
CALLE ARBOLEDA 0,,False
CTRA PEÑAS (LAS) 15,10065,True
CALLE DULCINEA 6,9008,False
CALLE LABRADORES 8,9538,True
CALLE LABRADORES 9,8728,False
CALLE LABRADORES 0  S/N,8608,True
CALLE CARRASCALES 20,10492,False
CALLE ARBOLEDA 26,6777,True
CALLE CARRASCALES 23,5884,False
CALLE ARBOLEDA 38,9684,True
CALLE ARBOLEDA 40,5798,False
CALLE CAMINO DE LA VIRGEN 9,2600,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 15,4737,False
CALLE GERONA 31,7740,True
CALLE VIRGEN DEL PILAR 7,7245,True
CALLE RODA (LA) 24,7501,True
CALLE CLAVILEÑO 4,10506,True
CALLE HUESCA 0,10646,True
CALLE HUESCA 16,3268,False
CALLE ANGEL 22,8841,True
CALLE GRANADA 26,7396,True
CALLE JACA 10,7228,False
CALLE GRANADA 21,3662,False
CALLE ESCRITOR BEN NASSIR 37,7977,False
CALLE CALATAYUD 4,6529,False
CALLE ESCRITOR BEN NASSIR 25,9865,False
CALLE AGUSTINA DE ARAGON 65,9602,True
CALLE REUS 8,9118,True
CALLE CORDOBA 5,6847,False
CALLE BAILEN 8,7328,False
CALLE FERNAN PEREZ DE OLIVA 3,3851,True
CALLE SANTIAGO RUSIÑOL 48,9140,True
CALLE SANTIAGO RUSIÑOL 19,4756,True
CALLE MIGUEL SERVET 0,2157,False
CALLE EBRO 6,8957,False
CALLE EBRO 6,6951,False
CALLE DOCTOR FLEMING 61,691,True
CALLE GERONA 15,9626,False
CALLE CALATAYUD 0,1534,False
CALLE EBRO 1,6978,False
CALLE PONIENTE 19,7130,True
CALLE EBRO 11,7098,False
CALLE CALATAYUD 8,6109,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 14,5130,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 6,4823,False
CALLE JOSE ECHEGARAY 29,7151,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 19,5159,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 20,5005,False
CALLE NUESTRA SEÑORA DE MONTSERRAT 21,5109,False
CALLE LERIDA 37,5207,False
CALLE LERIDA 2,9047,True
CALLE LERIDA 33,5404,False
CALLE LERIDA 31,6670,False
CALLE LERIDA 27,7333,False
CALLE LERIDA 21,5548,False
CALLE CARRETERA DE JAEN 20,758,True
CALLE CACERES 4,4524,False
CALLE PONIENTE 0,5437,False
CALLE HUESCA 0,5402,False
CALLE SANTIAGO RUSIÑOL 1,8846,True
CALLE CACERES 4,4416,False
CALLE CARRETERA DE VALENCIA 10,946,True
CALLE CACERES 4,4653,False
CALLE HERMANOS PINZON 54,5224,True
CALLE AGUSTINA DE ARAGON 57,3551,False
CALLE AGUSTINA DE ARAGON 53,10454,False
CALLE MIGUEL SERVET 50,2444,False
CALLE CORDOBA 61,8856,False
CALLE AGUSTINA DE ARAGON 56,3566,False
CALLE CALATRAVA 45,3918,False
CALLE ALMERIA 0,4939,False
CALLE SANTIAGO RUSIÑOL 26,5095,False
CALLE HERMANOS PINZON 60,4242,False
CALLE BADAJOZ 8,8367,False
CALLE SANTIAGO RUSIÑOL 18,5861,False
CALLE CORDOBA 63,3175,False
CALLE AGUSTINA DE ARAGON 0,6640,False
CALLE ALMERIA 71,6518,False
CALLE JOSE CARBAJAL 4,3209,True
CALLE LITERATURA (LA) 28,9281,False
CALLE FRANCISCANOS 0,6530,True
CALLE FRANCISCANOS 53,,True
CALLE ORENSE 11,3737,False
CALLE HISTORIA (LA) 10,9695,False
CALLE CRISTOBAL COLON 29,5873,True
CALLE LEPANTO 15,10262,True
CALLE LEPANTO 17,4434,True
PSAJE POSADA DEL RINCON 7,5320,True
CALLE LEPANTO 31,1908,True
CALLE LEPANTO 31,2570,True
PASEO CIRCUNVALACION (DE) 141,8748,True
CALLE FLORIDA 13,,True
CALLE FLORIDA 15,3890,True
CALLE FLORIDA 19,1920,True
CALLE PALMA DE MALLORCA 13,9094,True
PASEO CIRCUNVALACION (DE) 153,8473,True
PASEO CIRCUNVALACION (DE) 155,8483,True
CALLE ESTRELLA (DE LA) 22,9187,True
CALLE ESTRELLA (DE LA) 20,9206,True
CALLE ESTRELLA (DE LA) 18,10772,True
CALLE ESTRELLA (DE LA) 16,9219,True
CALLE PALMA DE MALLORCA 0,9407,True
CALLE ESTRELLA (DE LA) 8,9276,True
CALLE ESTRELLA (DE LA) 1,7758,True
CALLE DOCTOR GARCIA REYES 4,,True
CALLE CERVANTES 15,713,True
CALLE VIRREY MORCILLO 7,179,True
CALLE LEON 3,4129,True
CALLE NAVAJA 2,7142,True
CALLE ARCANGEL SAN GABRIEL 23,4781,True
CALLE DOCTOR GARCIA REYES 3,3011,True
CALLE ARADO 22,8534,True
CALLE ARBOLEDA 39,7809,False
CALLE MUÑOZ SECA 0,5560,True
CALLE PAZ (LA) 6,9647,True
CALLE ARADO 53,10439,True
CALLE JOSE CARBAJAL 0,9561,True
CALLE HERMANOS QUINTERO 0  S/N,10091,True
CALLE VICENTE ALEIXANDRE 3,4355,True
PASEO CUBA (LA) 43,9496,True
AVDA CRONISTA MATEOS Y SOTOS 3,10451,True
AVDA ESPAÑA 40,2727,True
CALLE CHURRUCA 12,9734,False
CALLE CACERES 0,9998,True
AVDA MANCHA (LA) 0  S/N,10695,True
CALLE CASAS IBAÑEZ 0  S/N,10696,True
AVDA ESTACION 2,7332,True
CALLE PAZ (LA) 6,9646,True
CALLE VALDEGANGA 0,9820,True
PASEO CUBA (LA) 53,5921,True
CALLE ANGEL 30,10013,True
CALLE ALCARAZ 0  S/N,8750,True
PASEO CIRCUNVALACION (DE) 26,8632,True
CALLE JOAQUIN SANCHEZ JIMENEZ 2,4114,False
CALLE JOAQUIN SANCHEZ JIMENEZ 1,4303,False
CALLE JOAQUIN SANCHEZ JIMENEZ 1 B,1130,False
CALLE JOAQUIN SANCHEZ JIMENEZ 9,1129,False
CALLE JOAQUIN SANCHEZ JIMENEZ 11,122,False
CALLE JOAQUIN SANCHEZ JIMENEZ 13,6977,False
CALLE JOAQUIN SANCHEZ JIMENEZ 15,5559,False
CALLE JOAQUIN SANCHEZ JIMENEZ 19,8645,False
CALLE AGUSTINA DE ARAGON 0,933,True
CALLE ARCIPRESTE GALVEZ 28,9012,False
CALLE SAN ALBERTO 1,9580,True
CALLE JOAQUIN SANCHEZ JIMENEZ 10,10555,False
CALLE JOAQUIN SANCHEZ JIMENEZ 5,10556,False
CALLE JOAQUIN SANCHEZ JIMENEZ 2,3980,False
CALLE JOAQUIN SANCHEZ JIMENEZ 16,6102,False
CALLE SAN ALBERTO 8,,False
CALLE SAN ALBERTO 6,5475,False
CALLE SAN ALBERTO 2,3932,False
CALLE VEREDA DE JAEN 1,3729,False
CALLE VEREDA DE JAEN 1,3837,False
CALLE CARRETERA DE JAEN 0  S/N,7999,True
CALLE JOAQUIN SANCHEZ JIMENEZ 24,9467,False
CALLE SANTISIMA TRINIDAD 1,4596,False
PASEO CIRCUNVALACION (DE) 9,7858,True
CALLE HERNAN CORTES 7,2421,True
CALLE LEPANTO 11,6959,True
CALLE MARQUES DE VILLORES 118,1247,True
CALLE SAN JUAN 5,10640,True
CALLE HERNAN CORTES 12,3538,True
CALLE LEPANTO 13,7262,True
CALLE CALDEREROS 0,6878,True
CALLE LUIS ROSALES 8,8318,True
CALLE IBAÑEZ IBERO 13,2366,True
CALLE BELEN 7,9102,True
CALLE ANTONIO MACHADO 79,1064,True
CALLE ABU ZACARIAS 1,5142,True
CALLE TESIFONTE GALLEGO 27,,True
CALLE LEON 9,1564,True
PASEO CIRCUNVALACION (DE) 125,8322,True
CALLE GENERAL VILLACAMPA 7,10511,True
CALLE OCTAVIO CUARTERO 12,4464,True
CALLE CARMEN 49,4742,True
CALLE CONCEPCION 48,7865,True
CALLE SEGOVIA 10,3263,False
CALLE GAONA 10,6996,True
CALLE GAONA 16,1965,True
CALLE MARIANA PINEDA 22,4828,True
CALLE CALDEREROS 3,4758,True
CALLE JUAN SEBASTIAN ELCANO 19,6869,True
CALLE JUAN SEBASTIAN ELCANO 19,6817,True
AVDA ALCALDE JOSE MARIA BLANC 67,9864,True
CALLE SAN AGUSTIN 16,4836,True
CALLE SAN AGUSTIN 16,,True
CALLE BLASCO DE GARAY 54,3642,True
CALLE SAN AGUSTIN 18,7005,True
CALLE CONCEPCION 8,1828,True
CALLE SAN AGUSTIN 16,,True
CALLE HERREROS 6,4599,True
PSAJE POSADA DEL RINCON 3,5361,True
CALLE CRUZ 4,1711,True
CALLE ABETO 8,6189,True
CALLE BADAJOZ 3,5966,False
CALLE BADAJOZ 10,5523,False
CALLE MIGUEL SERVET 0,5482,False
CALLE VICTOR HUGO 4,10236,True
CALLE HERREROS 0,6232,True
CALLE BOLIVIA 3,8426,False
CALLE RODA (LA) 10,10283,True
CALLE RIOS ROSAS 107,1104,True
CALLE FERNAN PEREZ DE OLIVA 24,7512,True
CALLE FERNAN PEREZ DE OLIVA 24,10468,False
CALLE ESCRITOR BEN NASSIR 29,7613,False
CALLE PARAGUAY 2,6225,False
CALLE LERIDA 23,6424,False
AVDA ARTE (EL) 2,10082,False
AVDA ARTE (EL) 14,10047,False
CALLE FILOSOFIA (LA) 6,10027,False
CALLE HISTORIA (LA) 2,,False
AVDA ARTE (EL) 13,,False
AVDA ARTE (EL) 28,10025,False
CALLE DERECHO (EL) 43,8579,False
CALLE VIRGEN DE CORTES 1,4801,False
CALLE DOCTOR FLEMING 48,528,True
CALLE SANTIAGO 37,5149,True
CALLE SANTIAGO 35,5985,False
CALLE VELARDE 1,10589,True
CALLE FATIMA 0,399,True
CALLE BELEN 2,9167,True
CALLE FATIMA 34,1284,True
CALLE FILIPINAS 12,3984,False
CALLE LOPE DE VEGA 10,5882,True
CALLE QUEVEDO 33,7329,True
CALLE BENDICION DE LOS CAMPOS 37,10362,False
CALLE MURILLO 32,9205,True
CALLE MURILLO 32,9134,False
CALLE MURILLO 21,5801,True
CALLE QUEVEDO 71,3385,False
CALLE QUEVEDO 20,3931,False
CALLE QUEVEDO 15,3394,False
CALLE LOPE DE VEGA 18,7558,True
CALLE QUEVEDO 22,3072,False
CALLE LOPE DE VEGA 16,5852,True
CALLE LOPE DE VEGA 16,208,True
CALLE ORENSE 0,1358,False
CALLE RIOS ROSAS 106,466,True
PSAJE VIRGEN MISERICORDIA 8,2031,False
PASEO CIRCUNVALACION (DE) 71,3568,True
PASEO CIRCUNVALACION (DE) 71,1090,True
PASEO CIRCUNVALACION (DE) 69  BIS,10329,True
CALLE CONCEJAL PRIETO ROJAS 17,10330,True
PASEO CIRCUNVALACION (DE) 61,4859,True
CALLE LUIS BADIA 70,2287,True
CALLE LUIS BADIA 87,364,True
CALLE CONCEJAL PRIETO ROJAS 12,4847,True
CALLE LUIS BADIA 80,1252,True
CALLE LUIS BADIA 80,3640,True
CALLE JUAN DE TOLEDO 15,3301,True
CALLE CRISTOBAL PEREZ PASTOR 46,10388,True
CALLE DOCTOR FLEMING 45,678,True
CALLE LUIS BADIA 70,3417,True
CALLE LUIS BADIA 72,1924,True
CALLE LUIS BADIA 69,3878,True
CALLE BLASCO IBAÑEZ 8,4561,True
CALLE DOCTOR FERRAN 55,5614,True
CALLE ZARAGOZA 5,9273,False
CALLE SANTA GEMA 9,6230,False
CALLE SANTA GEMA 9,5677,False
CALLE VIRGEN DESAMPARADOS 0,2826,True
CALLE AGUSTINA DE ARAGON 18,4481,False
CALLE GERONA 17,6506,False
CALLE JOAQUIN SANCHEZ JIMENEZ 21,,False
CALLE SAN CRISTOBAL 19,4295,True
CALLE SAN CRISTOBAL 19,4308,True
CALLE SAN CRISTOBAL 13,,False
CALLE VIRGEN DEL ROSARIO (EL SALOBRAL) 7,,False
CALLE VIRGEN DE LOS LLANOS (EL SALOBRAL),,False
CALLE JUAN XXIII (EL SALOBRAL) 17,,False
CALLE JUAN XXIII (EL SALOBRAL) 3,,False
CALLE VIRGEN DEL ROSARIO (EL SALOBRAL) 8,,False
CALLE ALBACETE (SALOBRAL (EL)) 22,,False
CALLE ALBACETE (SALOBRAL (EL)) 27,,False
CALLE ALBACETE (SALOBRAL (EL)) 23,,False
CALLE NUEVA (SALOBRAL (EL)) 4,,False
CALLE NUEVA (SALOBRAL (EL)) 6,,False
CALLE MAYOR (SALOBRAL (EL)) 33,,False
CALLE JUAN GOMEZ (EL SALOBRAL) 4,,False
CALLE MAYOR (SALOBRAL (EL)) 16,6696,False
CALLE CURA (EL) (SALOBRAL (EL)) 9,,False
CALLE PALMA DE MALLORCA 12,5077,True
CALLE SANTANDER 1,5114,True
CALLE PAMPLONA 2,10560,True
CALLE SAN CRISTOBAL 6,1123,True
PASEO CIRCUNVALACION (DE) 58,1372,True
CALLE GARCIA MAS 3,7013,True
CALLE TEJARES 8,9218,True
CALLE TEJARES 84,2672,True
CALLE TORRES QUEVEDO 79,6373,True
CALLE CERVANTES 38,7024,True
CALLE TEJARES 74,5757,True
AVDA ESPAÑA 17,,True
AVDA ESPAÑA 19,,True
CALLE ARCANGEL SAN GABRIEL 25,4804,True
CALLE TEJARES 70,6395,True
AVDA ESPAÑA 1 -,5058,True
CALLE IRIS 2 B,5996,True
CALLE TEODORO CAMINO 13,280,True
CALLE LOZANO 16,8082,True
CALLE NUEVA 11,6193,True
CALLE CALDEREROS 0,5369,True
CALLE CARRETERA DE JAEN 5,7952,True
CALLE HELLIN 39,6392,True
CALLE MATRONA LUISA ROSADO 14,10104,False
PASEO CUBA (LA) 37,6412,True
CALLE CLAVILEÑO 18,7287,True
CALLE CRUZ 43,6659,True
CALLE ARQUITECTURA 9,7727,False
CALLE TEJARES 74,2965,True
CALLE EUGENIO SERNA (TINAJEROS) 15,,False
CALLE TEJARES 78,6326,True
CALLE HERRADORES 8,7439,True
CALLE TEJARES 86,5381,True
CALLE JOAQUIN QUIJADA 43,252,True
CALLE CRUZ 14,2984,True
CALLE LUIS VIVES 45,6041,True
CALLE CABO FINISTERRE 11,8737,False
CALLE CIUDAD REAL 3,4142,True
CALLE DOCTOR FERRAN 69,3277,True
CALLE ESCRITOR BEN NASSIR 13,7516,True
CALLE GERONA 9,8581,False
CALLE DOCTOR COLLADO PIÑA 29,7060,True
CALLE DOCTOR COLLADO PIÑA 29,6763,True
CALLE HERMANOS JIMENEZ 54,5919,True
CALLE HERMANOS VILLAR 20,3908,True
CALLE HERMANOS FERRANDO 8,8378,False
CALLE JUAN RAMON JIMENEZ 1,4266,True
CALLE JUAN RAMON JIMENEZ 1,6835,True
CALLE PEDRO COCA 79,763,True
CALLE ALBACETE (SALOBRAL (EL)) 12,,False
CALLE TAREAS 5,7962,False
CALLE TAREAS 5,7921,False
CALLE LUIS BADIA 64,676,True
CALLE SAN CRISTOBAL 16,2582,True
CALLE RIOS ROSAS 98,939,True
CALLE BAÑOS 18,1260,True
CALLE MIGUEL HERNANDEZ 0,9595,True
CALLE PALMAS DE GRAN CANARIA (LAS) 10,3477,False
CALLE BATALLAS (LAS) (ARGAMASON) 8,10391,False
CALLE OCTAVIO CUARTERO 48,4209,True
PSAJE HERMANDAD 2,749,True
AVDA RAMON Y CAJAL 43,7651,True
CALLE FRANCISCANOS 10,2975,True
AVDA ARTE (EL) 4,10009,False
CALLE DERECHO (EL) 5,10067,False
CALLE DOCTOR COLLADO PIÑA 23,1880,True
CALLE OCTAVIO CUARTERO 38,3093,True
CALLE BENAVENTE 12,6612,True
CALLE TORRES QUEVEDO 44,2503,True
CALLE TORRES QUEVEDO 11,327,True
CALLE FRANCISCO PIZARRO 26,6215,True
CALLE LOPE DE VEGA 58,7487,True
CALLE FRANCISCO PIZARRO 26,6149,True
CALLE PEDRO ORRENTE 0,967,False
PSAJE HERMANDAD 4,7105,True
CALLE RIOS ROSAS 38,8121,True
CALLE RIOS ROSAS 25  PLANTA BAJA,10725,True
CALLE ANTONIO MACHADO 47,8306,True
CALLE ANTONIO MACHADO 59,8631,True
CALLE MIGUEL LOPEZ DE LEGAZPI 14,9346,True
CALLE CUENCA 14,10298,True
CALLE RIOS ROSAS 38,8032,True
CALLE DOCTOR COLLADO PIÑA 49,9935,True
CALLE DIONISIO ACEBAL 3,8071,True
CALLE DIONISIO ACEBAL 3,8324,True
CALLE AGUJA 1,8404,True
CALLE ANTONIO MACHADO 47,8331,True
CALLE FRANCISCO PIZARRO 18,6270,True
CALLE ANTONIO MACHADO 53,10763,True
CALLE DOCTOR COLLADO PIÑA 17,3009,True
CALLE DIONISIO ACEBAL 3,8177,True
CALLE TORRES QUEVEDO 18,9793,True
CALLE ANTONIO MACHADO 59,8591,True
CALLE PEDRO COCA 47,6171,True
CALLE DOCTOR COLLADO PIÑA 13,3439,True
CALLE OCTAVIO CUARTERO 29,3254,True
CALLE PEREZ GALDOS 36,6268,True
CALLE PEDRO COCA 38,3926,True
CALLE PEDRO COCA 38,3355,True
CALLE BLASCO DE GARAY 16,2283,True
CALLE BLASCO DE GARAY 18,9677,True
CALLE BLASCO DE GARAY 9,8067,True
CALLE BLASCO DE GARAY 7,2626,True
PASEO CIRCUNVALACION (DE) 57,2841,True
CALLE DIONISIO GUARDIOLA 35,121,True
CALLE ANTONIO MACHADO 0,2155,True
CALLE ROSARIO 46,4683,True
CALLE ROSARIO 54,249,True
CALLE MAYOR (SALOBRAL (EL)) 68,,False
CALLE ESTANCO (EL SALOBRAL) 4,,False
AVDA SAN MARCOS (EL SALOBRAL) 5,9097,False
CALLE SAN ANTONIO 9,160,True
CALLE ALONSO CANO 2,4484,True
CALLE VIRREY MORCILLO 10,851,True
CALLE VIRREY MORCILLO 10,5448,True
CALLE PADRE ROMANO 17,5717,True
CALLE CID 35,6853,True
CALLE PABLO MEDINA 12,4993,True
CALLE IRIS 1,896,True
CALLE PABLO MEDINA 10,,True
CALLE TORRES QUEVEDO 61,6886,True
CALLE MIGUEL SERVET 13,9443,False
AVDA ARTE (EL) 53,9956,False
CALLE SANTA QUITERIA 20,7668,True
CALLE CID 8,7394,True
CALLE HELLIN 9,3626,True
CALLE MONJAS 4,6156,True
CALLE CARRETERA DE JAEN 64,7375,True
AVDA ISABEL LA CATOLICA 1 3,5125,True
CALLE ZAPATEROS 34,5446,True
CALLE PABLO MEDINA 22,,True
CALLE IRIS 3,5972,True
CALLE IRIS 3,10449,True
CALLE ROCINANTE 5,10210,True
CALLE PABLO MEDINA 2,2864,True
AVDA ISABEL LA CATOLICA 29,3930,True
AVDA GUSTAVO DORE 18,8594,False
CALLE BACHILLER SANSON CARRASCO 4,10251,False
CALLE INDUSTRIA (SANTA ANA) 2,,False
CALLE SAN JULIAN 3,9252,True
CALLE ROSARIO 61,5173,True
CALLE MARIANA PINEDA 23,5666,True
CALLE GENERAL VILLACAMPA 7,241,True
CALLE JUAN SEBASTIAN ELCANO 62,7643,True
CALLE AMOR DE DIOS 7,8936,True
CALLE AMOR DE DIOS 5,6714,True
CALLE IRIS 25,5840,True
CALLE IRIS 25,5766,True
CALLE HERRADORES 0,6229,True
PLAZA MIGUEL ANGEL BLANCO 5,7774,True
CALLE BENAVENTE 26,6408,True
CALLE MARIA MARIN 17,6164,True
CALLE DOCTOR COLLADO PIÑA 30,6228,True
CALLE PEDRO COCA 14,8517,True
CALLE PARRA 31,6044,True
CALLE DIONISIO GUARDIOLA 14,3015,True
CALLE PABLO MEDINA 6 8,2663,True
CALLE CAPITAN GRANT 8,3782,True
CALLE ANTONIO MACHADO 8,,False
CALLE OCTAVIO CUARTERO 0  S/N,9014,True
CALLE VEREDA DE JAEN 0,8471,False
CALLE DOCTOR COLLADO PIÑA 41,3939,True
CALLE JORGE JUAN 5,10671,False
CALLE LOZANO 11,7878,True
CALLE HERREROS 14,6241,True
CALLE OCTAVIO CUARTERO 66,2979,True
CALLE JUAN DE AUSTRIA 11,4856,True
CALLE IGNACIO MONTURIOL 9,5673,True
CALLE JOSE ESTRAÑI 11,8328,True
CALLE HERREROS 23,8161,True
CALLE SAN ILDEFONSO 1,8051,True
CALLE SAN ILDEFONSO 4,5565,True
CALLE SAN ILDEFONSO 4,5564,True
CALLE CRUZ 52,7680,True
CALLE ALCALDE CONANGLA 98 B,7699,True
CALLE CRUZ 47,10801,True
CALLE CRUZ 49,7822,True
CALLE CRUZ AL NORTE 15,6249,True
CALLE PUERTA DE MURCIA 8,10425,True
CALLE CIUDAD REAL 1,,True
CALLE CRUZ 53,1286,True
CALLE LEPANTO 21,1076,True
CALLE VELARDE 13,4868,True
CALLE JOSE ISBERT 0,8172,True
CALLE LEPANTO 21,3683,True
CALLE MELILLA 2 Y,3712,True
CALLE ANTONIO MACHADO 69,7126,True
CALLE PINTOR ZULOAGA 1,3674,True
CALLE PINTOR ZULOAGA 1,3521,True
CALLE DOCTOR FERRAN 16,1136,True
CALLE MARIA MOLINER 1,2247,True
CALLE MARIA MOLINER 3,8646,True
CALLE MARIA MOLINER 1,3387,False
CALLE PINTOR SOROLLA 3,8689,True
CALLE PINTOR SOROLLA 5,9773,True
CALLE PINTOR SOROLLA 7,8891,True
CALLE SAN ANTONIO 47,2116,True
CALLE JOSE ISBERT 13,9234,True
CALLE GARCIA MAS 1,7240,True
CALLE HISTORIA (LA) 80,9892,False
AVDA MANCHA (LA) 122,8034,False
CALLE LEPANTO 38,4317,True
CALLE CARMEN 38,6340,True
CALLE CONCEPCION ARENAL 0,8624,False
CALLE SAN ILDEFONSO 14,10178,True
CALLE JUAN DE TOLEDO 54,9699,True
CALLE SAN ILDEFONSO 14,7541,True
CALLE ROCINANTE 14,8828,True
CALLE ANGEL 14,6152,True
CALLE PADRE PASCUAL SUAREZ 26,9037,True
CALLE DOCTOR COLLADO PIÑA 40,5093,True
CALLE LUIS ROSALES 4,1246,True
CALLE GOMEZ GIL 2,2239,True
CALLE PEDRO ORRENTE 0,900,True
CALLE SANTIAGO 4,7642,True
CALLE FILIPINAS 1,5608,True
CALLE ANGEL 44,4629,True
CALLE CRISTOBAL LOZANO 0,2740,True
CALLE CIUDAD REAL 7,5088,True
CALLE CIUDAD REAL 7,5117,True
CALLE REFRANES (LOS) 11,8747,False
CALLE VEREDA DE JAEN 65,8793,False
CALLE REFRANES (LOS) 9,8754,False
CALLE AVILA 15,3197,True
CALLE DAOIZ 17,1776,False
CALLE DIEGO DE ALMAGRO 4,9067,False
CALLE AVILA 18,4224,True
CALLE FRANCISCO JAVIER DE MOYA 72,3903,True
CALLE LUGO 29,8994,False
CALLE ALEGRIA 4,4347,True
CALLE ZARAGOZA 18,6576,True
CALLE GRANADA 55,4193,True
CALLE SANTIAGO 42,4722,False
CALLE SANTIAGO 44,2203,False
CALLE LUGO 3,8944,False
CALLE SANTIAGO 42,6839,False
CALLE SANTIAGO 33,5110,False
CALLE SANTIAGO 32,7615,True
CALLE SAN PABLO 7,7667,False
CALLE MAESTRO VARELA 18,7598,True
CALLE SANTIAGO 56,5354,True
CALLE SANTIAGO 50,5845,False
CALLE MAESTRO VARELA 0,374,False
CALLE GABRIEL CISCAR 14,5168,True
CALLE GABRIEL CISCAR 23,2221,False
CALLE MELCHOR DE MACANAZ 9,7289,True
CALLE MAGALLANES 1,3117,False
CALLE MIGUEL LOPEZ DE LEGAZPI 22,576,True
CALLE MAGALLANES 1,3201,False
CALLE GABRIEL CISCAR 0,4598,False
CALLE MIGUEL LOPEZ DE LEGAZPI 20,5327,True
CALLE JUAN DE TOLEDO 20,1522,True
CALLE INDUSTRIA 27,5697,True
CALLE ARQUITECTO FERNANDEZ 23,5494,True
CALLE LUIS VIVES 0,5699,False
CALLE INDUSTRIA 13,2299,True
CALLE INDUSTRIA 22,4811,True
AVDA GUARDIA CIVIL (ALBACETE) 19,5639,True
CALLE MARIA MONTESSORI 16,7695,False
CALLE SAN JUAN 54,9485,True
CALLE CLAVILEÑO 16,8660,False
CALLE CLAVILEÑO 26,8703,False
CALLE ARADO 66,8780,False
CALLE ARBOLEDA 15,9055,True
CALLE ARADO 49,9919,False
CALLE ARADO 47,8672,False
CALLE ARADO 37,8678,False
CALLE ROSARIO 56,8410,True
CALLE CALDEREROS 5,1039,True
CALLE NICOLAS BELMONTE 12,7377,True
CALLE FRANCISCANOS 53,1543,True
CALLE DOCTOR COLLADO PIÑA 15,5454,True
CALLE BLASCO DE GARAY 10,9127,True
CALLE SANTA GEMA 0,8873,False
CALLE CARRETERA PEÑAS DE SAN PEDRO 4,6767,True
CALLE FERNANDO POO 3,601,False
CALLE AGUSTINA DE ARAGON 55,7486,False
CALLE CARMEN IBAÑEZ 3,7773,True
CTRA PEÑAS (LAS) 0  S/N,9696,True
CALLE FERNANDO POO 3,443,False
CALLE PADRE COLL 9,4332,True
CALLE FERNANDO POO 3,477,False
CTRA PEÑAS (LAS) 0  S/N,9694,True
AVDA 1 DE MAYO 1,5905,True
CALLE ALAMO 17,9685,False
CALLE ALAMO 11,8956,False
CALLE BLASCO DE GARAY 13,5054,True
